GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AUUDE001,AUUDE002,AUUDE003,NAME_M,AUUDM001,AUUDM002,AUUDM003
"G48028700002002","2020-2024","TX",,,"Texas","48","Lee County","287",,,"000200","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482870002002",,,"482870002002","Block Group 2, Census Tract 2, Lee County, Texas",343,234,109,"Block Group 2, Census Tract 2, Lee County, Texas",99,83,71
"G48028700002003","2020-2024","TX",,,"Texas","48","Lee County","287",,,"000200","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482870002003",,,"482870002003","Block Group 3, Census Tract 2, Lee County, Texas",464,341,123,"Block Group 3, Census Tract 2, Lee County, Texas",114,91,84
"G48028700003001","2020-2024","TX",,,"Texas","48","Lee County","287",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482870003001",,,"482870003001","Block Group 1, Census Tract 3, Lee County, Texas",245,245,0,"Block Group 1, Census Tract 3, Lee County, Texas",74,74,15
"G48028700003002","2020-2024","TX",,,"Texas","48","Lee County","287",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482870003002",,,"482870003002","Block Group 2, Census Tract 3, Lee County, Texas",497,431,66,"Block Group 2, Census Tract 3, Lee County, Texas",145,139,59
"G48028700003003","2020-2024","TX",,,"Texas","48","Lee County","287",,,"000300","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482870003003",,,"482870003003","Block Group 3, Census Tract 3, Lee County, Texas",540,497,43,"Block Group 3, Census Tract 3, Lee County, Texas",171,174,37
"G48028700004001","2020-2024","TX",,,"Texas","48","Lee County","287",,,"000400","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482870004001",,,"482870004001","Block Group 1, Census Tract 4, Lee County, Texas",683,683,0,"Block Group 1, Census Tract 4, Lee County, Texas",231,231,15
"G48028700004002","2020-2024","TX",,,"Texas","48","Lee County","287",,,"000400","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482870004002",,,"482870004002","Block Group 2, Census Tract 4, Lee County, Texas",878,820,58,"Block Group 2, Census Tract 4, Lee County, Texas",220,211,88
"G48028700004003","2020-2024","TX",,,"Texas","48","Lee County","287",,,"000400","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482870004003",,,"482870004003","Block Group 3, Census Tract 4, Lee County, Texas",951,902,49,"Block Group 3, Census Tract 4, Lee County, Texas",292,273,77
"G48028700004004","2020-2024","TX",,,"Texas","48","Lee County","287",,,"000400","4",,,,,,,,,,,,,,,,,,,,,,"1500000US482870004004",,,"482870004004","Block Group 4, Census Tract 4, Lee County, Texas",552,368,184,"Block Group 4, Census Tract 4, Lee County, Texas",209,184,129
"G48028909501011","2020-2024","TX",,,"Texas","48","Leon County","289",,,"950101","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482899501011",,,"482899501011","Block Group 1, Census Tract 9501.01, Leon County, Texas",266,253,13,"Block Group 1, Census Tract 9501.01, Leon County, Texas",99,99,14
"G48028909501012","2020-2024","TX",,,"Texas","48","Leon County","289",,,"950101","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482899501012",,,"482899501012","Block Group 2, Census Tract 9501.01, Leon County, Texas",800,755,45,"Block Group 2, Census Tract 9501.01, Leon County, Texas",156,159,40
"G48028909501013","2020-2024","TX",,,"Texas","48","Leon County","289",,,"950101","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482899501013",,,"482899501013","Block Group 3, Census Tract 9501.01, Leon County, Texas",511,343,168,"Block Group 3, Census Tract 9501.01, Leon County, Texas",116,101,66
"G48028909501021","2020-2024","TX",,,"Texas","48","Leon County","289",,,"950102","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482899501021",,,"482899501021","Block Group 1, Census Tract 9501.02, Leon County, Texas",653,465,188,"Block Group 1, Census Tract 9501.02, Leon County, Texas",174,147,101
"G48028909501022","2020-2024","TX",,,"Texas","48","Leon County","289",,,"950102","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482899501022",,,"482899501022","Block Group 2, Census Tract 9501.02, Leon County, Texas",361,303,58,"Block Group 2, Census Tract 9501.02, Leon County, Texas",144,134,44
"G48028909501023","2020-2024","TX",,,"Texas","48","Leon County","289",,,"950102","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482899501023",,,"482899501023","Block Group 3, Census Tract 9501.02, Leon County, Texas",426,324,102,"Block Group 3, Census Tract 9501.02, Leon County, Texas",111,98,61
"G48028909502011","2020-2024","TX",,,"Texas","48","Leon County","289",,,"950201","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482899502011",,,"482899502011","Block Group 1, Census Tract 9502.01, Leon County, Texas",382,236,146,"Block Group 1, Census Tract 9502.01, Leon County, Texas",138,87,113
"G48028909502012","2020-2024","TX",,,"Texas","48","Leon County","289",,,"950201","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482899502012",,,"482899502012","Block Group 2, Census Tract 9502.01, Leon County, Texas",910,696,214,"Block Group 2, Census Tract 9502.01, Leon County, Texas",214,209,97
"G48028909502021","2020-2024","TX",,,"Texas","48","Leon County","289",,,"950202","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482899502021",,,"482899502021","Block Group 1, Census Tract 9502.02, Leon County, Texas",344,217,127,"Block Group 1, Census Tract 9502.02, Leon County, Texas",138,102,100
"G48028909502022","2020-2024","TX",,,"Texas","48","Leon County","289",,,"950202","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482899502022",,,"482899502022","Block Group 2, Census Tract 9502.02, Leon County, Texas",746,583,163,"Block Group 2, Census Tract 9502.02, Leon County, Texas",165,157,121
"G48028909502023","2020-2024","TX",,,"Texas","48","Leon County","289",,,"950202","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482899502023",,,"482899502023","Block Group 3, Census Tract 9502.02, Leon County, Texas",621,533,88,"Block Group 3, Census Tract 9502.02, Leon County, Texas",163,165,51
"G48028909503011","2020-2024","TX",,,"Texas","48","Leon County","289",,,"950301","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482899503011",,,"482899503011","Block Group 1, Census Tract 9503.01, Leon County, Texas",629,292,337,"Block Group 1, Census Tract 9503.01, Leon County, Texas",140,80,119
"G48028909503012","2020-2024","TX",,,"Texas","48","Leon County","289",,,"950301","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482899503012",,,"482899503012","Block Group 2, Census Tract 9503.01, Leon County, Texas",390,230,160,"Block Group 2, Census Tract 9503.01, Leon County, Texas",103,86,94
"G48028909503021","2020-2024","TX",,,"Texas","48","Leon County","289",,,"950302","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482899503021",,,"482899503021","Block Group 1, Census Tract 9503.02, Leon County, Texas",536,419,117,"Block Group 1, Census Tract 9503.02, Leon County, Texas",143,110,94
"G48028909503022","2020-2024","TX",,,"Texas","48","Leon County","289",,,"950302","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482899503022",,,"482899503022","Block Group 2, Census Tract 9503.02, Leon County, Texas",572,411,161,"Block Group 2, Census Tract 9503.02, Leon County, Texas",161,110,125
"G48028909503023","2020-2024","TX",,,"Texas","48","Leon County","289",,,"950302","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482899503023",,,"482899503023","Block Group 3, Census Tract 9503.02, Leon County, Texas",920,681,239,"Block Group 3, Census Tract 9503.02, Leon County, Texas",190,182,116
"G48029107001001","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700100","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482917001001",,,"482917001001","Block Group 1, Census Tract 7001, Liberty County, Texas",583,490,93,"Block Group 1, Census Tract 7001, Liberty County, Texas",138,149,76
"G48029107001002","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700100","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482917001002",,,"482917001002","Block Group 2, Census Tract 7001, Liberty County, Texas",315,233,82,"Block Group 2, Census Tract 7001, Liberty County, Texas",106,93,73
"G48029107001003","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700100","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482917001003",,,"482917001003","Block Group 3, Census Tract 7001, Liberty County, Texas",728,728,0,"Block Group 3, Census Tract 7001, Liberty County, Texas",176,176,15
"G48029107002001","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700200","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482917002001",,,"482917002001","Block Group 1, Census Tract 7002, Liberty County, Texas",664,601,63,"Block Group 1, Census Tract 7002, Liberty County, Texas",228,214,90
"G48029107002002","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700200","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482917002002",,,"482917002002","Block Group 2, Census Tract 7002, Liberty County, Texas",634,610,24,"Block Group 2, Census Tract 7002, Liberty County, Texas",149,141,40
"G48029107003011","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700301","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482917003011",,,"482917003011","Block Group 1, Census Tract 7003.01, Liberty County, Texas",885,813,72,"Block Group 1, Census Tract 7003.01, Liberty County, Texas",263,252,84
"G48029107003012","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700301","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482917003012",,,"482917003012","Block Group 2, Census Tract 7003.01, Liberty County, Texas",850,770,80,"Block Group 2, Census Tract 7003.01, Liberty County, Texas",339,319,94
"G48029107003021","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700302","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482917003021",,,"482917003021","Block Group 1, Census Tract 7003.02, Liberty County, Texas",148,142,6,"Block Group 1, Census Tract 7003.02, Liberty County, Texas",99,97,9
"G48029107003022","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700302","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482917003022",,,"482917003022","Block Group 2, Census Tract 7003.02, Liberty County, Texas",5455,4500,955,"Block Group 2, Census Tract 7003.02, Liberty County, Texas",552,493,462
"G48029107003031","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700303","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482917003031",,,"482917003031","Block Group 1, Census Tract 7003.03, Liberty County, Texas",947,810,137,"Block Group 1, Census Tract 7003.03, Liberty County, Texas",181,181,112
"G48029107003032","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700303","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482917003032",,,"482917003032","Block Group 2, Census Tract 7003.03, Liberty County, Texas",394,356,38,"Block Group 2, Census Tract 7003.03, Liberty County, Texas",207,196,62
"G48029107004001","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700400","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482917004001",,,"482917004001","Block Group 1, Census Tract 7004, Liberty County, Texas",730,671,59,"Block Group 1, Census Tract 7004, Liberty County, Texas",217,228,70
"G48029107004002","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700400","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482917004002",,,"482917004002","Block Group 2, Census Tract 7004, Liberty County, Texas",976,935,41,"Block Group 2, Census Tract 7004, Liberty County, Texas",279,280,58
"G48029107004003","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700400","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482917004003",,,"482917004003","Block Group 3, Census Tract 7004, Liberty County, Texas",837,725,112,"Block Group 3, Census Tract 7004, Liberty County, Texas",217,228,98
"G48029107004004","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700400","4",,,,,,,,,,,,,,,,,,,,,,"1500000US482917004004",,,"482917004004","Block Group 4, Census Tract 7004, Liberty County, Texas",279,245,34,"Block Group 4, Census Tract 7004, Liberty County, Texas",116,116,33
"G48029107005001","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700500","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482917005001",,,"482917005001","Block Group 1, Census Tract 7005, Liberty County, Texas",535,502,33,"Block Group 1, Census Tract 7005, Liberty County, Texas",250,245,46
"G48029107005002","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700500","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482917005002",,,"482917005002","Block Group 2, Census Tract 7005, Liberty County, Texas",684,506,178,"Block Group 2, Census Tract 7005, Liberty County, Texas",148,145,111
"G48029107006001","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700600","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482917006001",,,"482917006001","Block Group 1, Census Tract 7006, Liberty County, Texas",244,217,27,"Block Group 1, Census Tract 7006, Liberty County, Texas",111,108,33
"G48029107006002","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700600","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482917006002",,,"482917006002","Block Group 2, Census Tract 7006, Liberty County, Texas",717,445,272,"Block Group 2, Census Tract 7006, Liberty County, Texas",234,193,135
"G48029107006003","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700600","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482917006003",,,"482917006003","Block Group 3, Census Tract 7006, Liberty County, Texas",695,613,82,"Block Group 3, Census Tract 7006, Liberty County, Texas",361,349,77
"G48029107007001","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700700","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482917007001",,,"482917007001","Block Group 1, Census Tract 7007, Liberty County, Texas",432,318,114,"Block Group 1, Census Tract 7007, Liberty County, Texas",111,107,64
"G48029107007002","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700700","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482917007002",,,"482917007002","Block Group 2, Census Tract 7007, Liberty County, Texas",609,535,74,"Block Group 2, Census Tract 7007, Liberty County, Texas",192,173,74
"G48029107008011","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700801","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482917008011",,,"482917008011","Block Group 1, Census Tract 7008.01, Liberty County, Texas",864,792,72,"Block Group 1, Census Tract 7008.01, Liberty County, Texas",259,245,81
"G48029107008012","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700801","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482917008012",,,"482917008012","Block Group 2, Census Tract 7008.01, Liberty County, Texas",834,768,66,"Block Group 2, Census Tract 7008.01, Liberty County, Texas",196,191,58
"G48029107008021","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700802","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482917008021",,,"482917008021","Block Group 1, Census Tract 7008.02, Liberty County, Texas",833,820,13,"Block Group 1, Census Tract 7008.02, Liberty County, Texas",200,200,24
"G48029107008022","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700802","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482917008022",,,"482917008022","Block Group 2, Census Tract 7008.02, Liberty County, Texas",1283,1179,104,"Block Group 2, Census Tract 7008.02, Liberty County, Texas",296,252,120
"G48029107008023","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700802","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482917008023",,,"482917008023","Block Group 3, Census Tract 7008.02, Liberty County, Texas",246,246,0,"Block Group 3, Census Tract 7008.02, Liberty County, Texas",122,122,15
"G48029107009001","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700900","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482917009001",,,"482917009001","Block Group 1, Census Tract 7009, Liberty County, Texas",372,320,52,"Block Group 1, Census Tract 7009, Liberty County, Texas",176,171,45
"G48029107009002","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700900","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482917009002",,,"482917009002","Block Group 2, Census Tract 7009, Liberty County, Texas",504,426,78,"Block Group 2, Census Tract 7009, Liberty County, Texas",100,83,67
"G48029107009003","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700900","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482917009003",,,"482917009003","Block Group 3, Census Tract 7009, Liberty County, Texas",3,3,0,"Block Group 3, Census Tract 7009, Liberty County, Texas",12,12,15
"G48029107009004","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"700900","4",,,,,,,,,,,,,,,,,,,,,,"1500000US482917009004",,,"482917009004","Block Group 4, Census Tract 7009, Liberty County, Texas",0,0,0,"Block Group 4, Census Tract 7009, Liberty County, Texas",15,15,15
"G48029107010001","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701000","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482917010001",,,"482917010001","Block Group 1, Census Tract 7010, Liberty County, Texas",1283,1068,215,"Block Group 1, Census Tract 7010, Liberty County, Texas",271,246,120
"G48029107010002","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701000","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482917010002",,,"482917010002","Block Group 2, Census Tract 7010, Liberty County, Texas",517,437,80,"Block Group 2, Census Tract 7010, Liberty County, Texas",234,221,89
"G48029107010003","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701000","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482917010003",,,"482917010003","Block Group 3, Census Tract 7010, Liberty County, Texas",1034,827,207,"Block Group 3, Census Tract 7010, Liberty County, Texas",315,288,214
"G48029107011001","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701100","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482917011001",,,"482917011001","Block Group 1, Census Tract 7011, Liberty County, Texas",724,519,205,"Block Group 1, Census Tract 7011, Liberty County, Texas",240,201,138
"G48029107011002","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701100","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482917011002",,,"482917011002","Block Group 2, Census Tract 7011, Liberty County, Texas",850,806,44,"Block Group 2, Census Tract 7011, Liberty County, Texas",214,218,68
"G48029107011003","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701100","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482917011003",,,"482917011003","Block Group 3, Census Tract 7011, Liberty County, Texas",523,523,0,"Block Group 3, Census Tract 7011, Liberty County, Texas",264,264,15
"G48029107011004","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701100","4",,,,,,,,,,,,,,,,,,,,,,"1500000US482917011004",,,"482917011004","Block Group 4, Census Tract 7011, Liberty County, Texas",761,761,0,"Block Group 4, Census Tract 7011, Liberty County, Texas",211,211,15
"G48029107012001","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701200","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482917012001",,,"482917012001","Block Group 1, Census Tract 7012, Liberty County, Texas",997,793,204,"Block Group 1, Census Tract 7012, Liberty County, Texas",341,302,188
"G48029107012002","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701200","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482917012002",,,"482917012002","Block Group 2, Census Tract 7012, Liberty County, Texas",410,338,72,"Block Group 2, Census Tract 7012, Liberty County, Texas",190,136,108
"G48029107012003","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701200","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482917012003",,,"482917012003","Block Group 3, Census Tract 7012, Liberty County, Texas",801,721,80,"Block Group 3, Census Tract 7012, Liberty County, Texas",304,272,115
"G48029107012004","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701200","4",,,,,,,,,,,,,,,,,,,,,,"1500000US482917012004",,,"482917012004","Block Group 4, Census Tract 7012, Liberty County, Texas",179,179,0,"Block Group 4, Census Tract 7012, Liberty County, Texas",134,134,15
"G48029107012005","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701200","5",,,,,,,,,,,,,,,,,,,,,,"1500000US482917012005",,,"482917012005","Block Group 5, Census Tract 7012, Liberty County, Texas",612,478,134,"Block Group 5, Census Tract 7012, Liberty County, Texas",256,241,137
"G48029107013001","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701300","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482917013001",,,"482917013001","Block Group 1, Census Tract 7013, Liberty County, Texas",555,408,147,"Block Group 1, Census Tract 7013, Liberty County, Texas",147,131,94
"G48029107013002","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701300","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482917013002",,,"482917013002","Block Group 2, Census Tract 7013, Liberty County, Texas",380,318,62,"Block Group 2, Census Tract 7013, Liberty County, Texas",117,102,44
"G48029107013003","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701300","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482917013003",,,"482917013003","Block Group 3, Census Tract 7013, Liberty County, Texas",225,167,58,"Block Group 3, Census Tract 7013, Liberty County, Texas",129,113,54
"G48029107013004","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701300","4",,,,,,,,,,,,,,,,,,,,,,"1500000US482917013004",,,"482917013004","Block Group 4, Census Tract 7013, Liberty County, Texas",361,298,63,"Block Group 4, Census Tract 7013, Liberty County, Texas",106,111,35
"G48029107014001","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701400","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482917014001",,,"482917014001","Block Group 1, Census Tract 7014, Liberty County, Texas",288,288,0,"Block Group 1, Census Tract 7014, Liberty County, Texas",152,152,15
"G48029107014002","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701400","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482917014002",,,"482917014002","Block Group 2, Census Tract 7014, Liberty County, Texas",571,405,166,"Block Group 2, Census Tract 7014, Liberty County, Texas",219,190,143
"G48029107014003","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701400","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482917014003",,,"482917014003","Block Group 3, Census Tract 7014, Liberty County, Texas",684,604,80,"Block Group 3, Census Tract 7014, Liberty County, Texas",222,221,93
"G48029107014004","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701400","4",,,,,,,,,,,,,,,,,,,,,,"1500000US482917014004",,,"482917014004","Block Group 4, Census Tract 7014, Liberty County, Texas",443,389,54,"Block Group 4, Census Tract 7014, Liberty County, Texas",160,150,51
"G48029107014005","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701400","5",,,,,,,,,,,,,,,,,,,,,,"1500000US482917014005",,,"482917014005","Block Group 5, Census Tract 7014, Liberty County, Texas",304,218,86,"Block Group 5, Census Tract 7014, Liberty County, Texas",158,127,115
"G48029107014006","2020-2024","TX",,,"Texas","48","Liberty County","291",,,"701400","6",,,,,,,,,,,,,,,,,,,,,,"1500000US482917014006",,,"482917014006","Block Group 6, Census Tract 7014, Liberty County, Texas",339,319,20,"Block Group 6, Census Tract 7014, Liberty County, Texas",99,98,16
"G48029309701001","2020-2024","TX",,,"Texas","48","Limestone County","293",,,"970100","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482939701001",,,"482939701001","Block Group 1, Census Tract 9701, Limestone County, Texas",280,247,33,"Block Group 1, Census Tract 9701, Limestone County, Texas",85,81,26
"G48029309701002","2020-2024","TX",,,"Texas","48","Limestone County","293",,,"970100","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482939701002",,,"482939701002","Block Group 2, Census Tract 9701, Limestone County, Texas",554,451,103,"Block Group 2, Census Tract 9701, Limestone County, Texas",84,69,50
"G48029309702001","2020-2024","TX",,,"Texas","48","Limestone County","293",,,"970200","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482939702001",,,"482939702001","Block Group 1, Census Tract 9702, Limestone County, Texas",778,695,83,"Block Group 1, Census Tract 9702, Limestone County, Texas",158,151,61
"G48029309702002","2020-2024","TX",,,"Texas","48","Limestone County","293",,,"970200","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482939702002",,,"482939702002","Block Group 2, Census Tract 9702, Limestone County, Texas",317,267,50,"Block Group 2, Census Tract 9702, Limestone County, Texas",117,108,56
"G48029309702003","2020-2024","TX",,,"Texas","48","Limestone County","293",,,"970200","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482939702003",,,"482939702003","Block Group 3, Census Tract 9702, Limestone County, Texas",853,625,228,"Block Group 3, Census Tract 9702, Limestone County, Texas",177,143,131
"G48029309703001","2020-2024","TX",,,"Texas","48","Limestone County","293",,,"970300","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482939703001",,,"482939703001","Block Group 1, Census Tract 9703, Limestone County, Texas",727,663,64,"Block Group 1, Census Tract 9703, Limestone County, Texas",133,130,52
"G48029309703002","2020-2024","TX",,,"Texas","48","Limestone County","293",,,"970300","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482939703002",,,"482939703002","Block Group 2, Census Tract 9703, Limestone County, Texas",356,287,69,"Block Group 2, Census Tract 9703, Limestone County, Texas",94,90,49
"G48029309704001","2020-2024","TX",,,"Texas","48","Limestone County","293",,,"970400","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482939704001",,,"482939704001","Block Group 1, Census Tract 9704, Limestone County, Texas",232,121,111,"Block Group 1, Census Tract 9704, Limestone County, Texas",81,69,63
"G48029309704002","2020-2024","TX",,,"Texas","48","Limestone County","293",,,"970400","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482939704002",,,"482939704002","Block Group 2, Census Tract 9704, Limestone County, Texas",454,412,42,"Block Group 2, Census Tract 9704, Limestone County, Texas",81,81,29
"G48029309705001","2020-2024","TX",,,"Texas","48","Limestone County","293",,,"970500","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482939705001",,,"482939705001","Block Group 1, Census Tract 9705, Limestone County, Texas",911,774,137,"Block Group 1, Census Tract 9705, Limestone County, Texas",118,115,77
"G48029309706001","2020-2024","TX",,,"Texas","48","Limestone County","293",,,"970600","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482939706001",,,"482939706001","Block Group 1, Census Tract 9706, Limestone County, Texas",626,577,49,"Block Group 1, Census Tract 9706, Limestone County, Texas",136,127,57
"G48029309706002","2020-2024","TX",,,"Texas","48","Limestone County","293",,,"970600","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482939706002",,,"482939706002","Block Group 2, Census Tract 9706, Limestone County, Texas",418,366,52,"Block Group 2, Census Tract 9706, Limestone County, Texas",131,121,59
"G48029309706003","2020-2024","TX",,,"Texas","48","Limestone County","293",,,"970600","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482939706003",,,"482939706003","Block Group 3, Census Tract 9706, Limestone County, Texas",683,631,52,"Block Group 3, Census Tract 9706, Limestone County, Texas",141,132,58
"G48029309706004","2020-2024","TX",,,"Texas","48","Limestone County","293",,,"970600","4",,,,,,,,,,,,,,,,,,,,,,"1500000US482939706004",,,"482939706004","Block Group 4, Census Tract 9706, Limestone County, Texas",343,320,23,"Block Group 4, Census Tract 9706, Limestone County, Texas",112,103,37
"G48029309707001","2020-2024","TX",,,"Texas","48","Limestone County","293",,,"970700","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482939707001",,,"482939707001","Block Group 1, Census Tract 9707, Limestone County, Texas",432,299,133,"Block Group 1, Census Tract 9707, Limestone County, Texas",89,65,74
